date,transaction_date,month,year_month,week_key,day_name,day_order,hour,channel,total_transactions,total_message_units,billable_amount,success_count,failed_count,pending_count,rna_count,active_users
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,18,WhatsApp,41,41,8800,36,2,3,0,12
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,19,Email,40,40,1600,34,1,5,0,11
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,19,SMS,14,17,8500,14,0,0,0,10
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,19,WhatsApp,53,53,9800,42,0,11,0,13
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,20,Email,50,50,1950,41,1,8,0,15
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,20,SMS,7,7,3500,7,0,0,0,6
2025-01-05,2025-01-05,01,2025-01,2025-W01,Sunday,7,20,WhatsApp,35,35,8250,33,0,2,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,8,Call/IVR,17,17,6620,6,0,0,11,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,8,Email,35,35,1450,29,2,4,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,8,SMS,15,15,7500,15,0,0,0,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,8,WhatsApp,48,48,11200,40,1,7,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,9,Call/IVR,17,17,4640,6,0,0,11,9
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,9,Email,49,49,1950,40,2,7,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,9,SMS,17,27,13500,17,0,0,0,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,9,WhatsApp,38,38,6850,31,3,4,0,12
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,10,Call/IVR,16,16,4380,4,0,0,12,6
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,10,Email,53,53,2100,45,0,8,0,12
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,10,SMS,25,31,15500,25,0,0,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,10,WhatsApp,43,43,8950,37,1,5,0,10
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,11,Call/IVR,15,15,3360,4,0,0,11,9
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,11,Email,56,56,2350,47,0,9,0,13
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,11,SMS,21,26,13000,21,0,0,0,8
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,11,WhatsApp,47,47,9500,38,0,9,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,12,Call/IVR,14,14,3580,4,0,0,10,10
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,12,Email,68,68,2800,57,0,11,0,17
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,12,SMS,17,20,10000,17,0,0,0,12
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,12,WhatsApp,48,48,9050,37,0,11,0,16
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,13,Call/IVR,13,13,1100,2,0,0,11,10
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,13,Email,52,52,2150,43,0,9,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,13,SMS,17,23,11500,17,0,0,0,9
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,13,WhatsApp,51,51,10350,39,0,12,0,11
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,14,Call/IVR,14,14,3140,3,0,0,11,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,14,Email,44,44,1650,33,2,9,0,15
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,14,SMS,20,22,10500,19,1,0,0,8
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,14,WhatsApp,41,41,7700,35,1,5,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,15,Call/IVR,16,16,620,1,0,0,15,10
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,15,Email,48,48,1800,37,1,10,0,13
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,15,SMS,27,37,18500,27,0,0,0,9
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,15,WhatsApp,43,43,9300,39,0,4,0,15
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,16,Call/IVR,12,12,4320,4,0,0,8,5
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,16,Email,52,52,1900,39,1,12,0,12
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,16,SMS,22,30,15000,22,0,0,0,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,16,WhatsApp,40,40,9150,38,1,1,0,13
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,17,Call/IVR,17,17,6400,7,0,0,10,6
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,17,Email,54,54,2200,46,1,7,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,17,SMS,15,21,10500,15,0,0,0,7
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,17,WhatsApp,38,38,8650,34,1,3,0,10
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,18,Email,51,51,2250,46,0,5,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,18,SMS,15,18,9000,15,0,0,0,8
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,18,WhatsApp,42,42,9600,34,1,7,0,12
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,19,Email,47,47,2000,41,0,6,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,19,SMS,22,28,14000,22,0,0,0,8
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,19,WhatsApp,53,53,10550,45,1,7,0,13
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,20,Email,61,61,2600,53,1,7,0,14
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,20,SMS,18,20,10000,18,0,0,0,6
2025-01-06,2025-01-06,01,2025-01,2025-W02,Monday,1,20,WhatsApp,50,50,11150,44,0,6,0,15
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,8,Call/IVR,14,14,1060,1,0,0,13,9
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,8,Email,45,45,1550,33,0,12,0,14
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,8,SMS,13,16,8000,13,0,0,0,7
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,8,WhatsApp,42,42,9150,37,2,3,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,9,Call/IVR,22,22,6880,9,0,0,13,9
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,9,Email,56,56,2450,50,1,5,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,9,SMS,11,13,6500,11,0,0,0,6
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,9,WhatsApp,45,45,7550,39,1,5,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,10,Call/IVR,18,18,2040,2,0,0,16,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,10,Email,57,57,2200,46,1,10,0,15
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,10,SMS,13,21,10500,13,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,10,WhatsApp,36,36,6400,28,1,7,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,11,Call/IVR,20,20,4480,4,0,0,16,10
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,11,Email,55,55,2250,45,1,9,0,14
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,11,SMS,12,14,7000,12,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,11,WhatsApp,57,57,9950,45,0,12,0,11
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,12,Call/IVR,22,22,3060,5,0,0,17,7
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,12,Email,61,61,2100,46,1,14,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,12,SMS,11,11,5500,11,0,0,0,7
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,12,WhatsApp,47,47,8600,39,1,7,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,13,Call/IVR,23,23,3220,5,0,0,18,10
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,13,Email,46,46,2000,41,1,4,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,13,SMS,23,23,11500,23,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,13,WhatsApp,46,46,9400,37,1,8,0,10
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,14,Call/IVR,19,19,5040,6,0,0,13,11
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,14,Email,41,41,1650,34,0,7,0,11
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,14,SMS,14,14,7000,14,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,14,WhatsApp,42,42,8400,37,1,4,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,15,Call/IVR,20,20,5600,6,0,0,14,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,15,Email,39,39,1500,32,2,5,0,10
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,15,SMS,15,23,11500,15,0,0,0,5
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,15,WhatsApp,50,50,11400,42,2,6,0,15
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,16,Call/IVR,25,25,5720,4,0,0,21,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,16,Email,53,53,1850,38,1,14,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,16,SMS,15,18,9000,15,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,16,WhatsApp,32,32,5800,23,2,7,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,17,Call/IVR,20,20,2700,5,0,0,15,9
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,17,Email,55,55,2300,47,0,8,0,16
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,17,SMS,17,19,9500,17,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,17,WhatsApp,36,36,8800,31,1,4,0,11
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,18,Email,43,43,1700,34,1,8,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,18,SMS,17,19,9500,17,0,0,0,7
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,18,WhatsApp,40,40,6600,34,1,5,0,12
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,19,Email,52,52,2200,44,0,8,0,15
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,19,SMS,12,15,7500,12,0,0,0,8
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,19,WhatsApp,47,47,9150,38,1,8,0,9
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,20,Email,52,52,2200,46,4,2,0,13
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,20,SMS,17,20,10000,17,0,0,0,7
2025-01-07,2025-01-07,01,2025-01,2025-W02,Tuesday,2,20,WhatsApp,41,41,9000,38,1,2,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,8,Call/IVR,16,16,5280,5,0,0,11,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,8,Email,55,55,2150,44,1,10,0,15
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,8,SMS,22,22,11000,22,0,0,0,10
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,8,WhatsApp,39,39,8950,34,0,5,0,9
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,9,Call/IVR,21,21,3500,4,0,0,17,9
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,9,Email,48,48,2050,41,2,5,0,14
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,9,SMS,19,28,14000,19,0,0,0,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,9,WhatsApp,48,48,10150,39,2,7,0,15
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,10,Call/IVR,14,14,320,1,1,0,12,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,10,Email,54,54,1800,39,2,13,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,10,SMS,12,15,7500,12,0,0,0,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,10,WhatsApp,56,56,12500,49,1,6,0,14
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,11,Call/IVR,15,15,1160,2,0,0,13,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,11,Email,42,42,1750,37,1,4,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,11,SMS,13,16,8000,13,0,0,0,5
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,11,WhatsApp,43,43,9800,38,1,4,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,12,Call/IVR,10,10,660,1,0,0,9,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,12,Email,62,62,2300,47,1,14,0,15
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,12,SMS,8,11,5500,8,0,0,0,6
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,12,WhatsApp,39,39,7100,30,0,9,0,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,13,Call/IVR,19,19,2100,2,0,0,17,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,13,Email,38,38,1300,27,1,10,0,10
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,13,SMS,15,17,8500,15,0,0,0,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,13,WhatsApp,42,42,8150,36,1,5,0,9
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,14,Call/IVR,21,21,1880,3,0,0,18,10
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,14,Email,50,50,1600,33,3,14,0,15
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,14,SMS,19,19,9500,19,0,0,0,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,14,WhatsApp,41,41,8450,35,0,6,0,11
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,15,Call/IVR,13,13,1520,3,0,0,10,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,15,Email,48,48,2100,44,0,4,0,11
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,15,SMS,12,12,6000,12,0,0,0,4
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,15,WhatsApp,47,47,10650,37,2,8,0,14
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,16,Call/IVR,20,20,3700,4,0,0,16,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,16,Email,50,50,2250,46,1,3,0,13
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,16,SMS,12,12,6000,12,0,0,0,6
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,16,WhatsApp,42,42,7350,33,1,8,0,13
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,17,Call/IVR,15,15,3300,4,0,0,11,7
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,17,Email,50,50,2000,41,1,8,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,17,SMS,22,22,10500,21,1,0,0,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,17,WhatsApp,46,46,8200,39,1,6,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,18,Email,43,43,1650,34,2,7,0,14
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,18,SMS,20,23,11500,20,0,0,0,6
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,18,WhatsApp,45,45,9850,41,0,4,0,14
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,19,Email,39,39,1550,32,0,7,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,19,SMS,20,26,13000,20,0,0,0,8
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,19,WhatsApp,48,48,9400,40,1,7,0,12
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,20,Email,64,64,2750,56,0,8,0,17
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,20,SMS,24,27,13500,24,0,0,0,11
2025-01-08,2025-01-08,01,2025-01,2025-W02,Wednesday,3,20,WhatsApp,39,39,9150,38,0,1,0,13
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,8,Call/IVR,18,18,3520,3,0,0,15,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,8,Email,56,56,2150,44,0,12,0,16
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,8,SMS,21,24,12000,21,0,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,8,WhatsApp,27,27,5650,22,0,5,0,9
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,9,Call/IVR,12,12,760,1,0,0,11,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,9,Email,54,54,2050,42,1,11,0,12
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,9,SMS,18,18,9000,18,0,0,0,10
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,9,WhatsApp,50,50,10600,48,1,1,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,10,Call/IVR,11,11,1760,3,0,0,8,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,10,Email,51,51,2100,45,1,5,0,13
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,10,SMS,15,18,7000,14,1,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,10,WhatsApp,49,49,12150,43,0,6,0,12
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,11,Call/IVR,16,16,3760,4,0,0,12,7
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,11,Email,52,52,2200,45,0,7,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,11,SMS,23,27,13500,23,0,0,0,10
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,11,WhatsApp,45,45,9900,38,0,7,0,14
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,12,Call/IVR,22,22,8260,6,0,0,16,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,12,Email,54,54,2150,45,0,9,0,13
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,12,SMS,21,32,16000,21,0,0,0,10
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,12,WhatsApp,51,51,9650,44,2,5,0,13
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,13,Call/IVR,17,17,3000,3,0,0,14,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,13,Email,50,50,1950,40,0,10,0,12
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,13,SMS,23,29,14500,23,0,0,0,10
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,13,WhatsApp,42,42,8200,37,0,5,0,9
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,14,Call/IVR,16,16,1500,2,0,0,14,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,14,Email,44,44,1600,33,0,11,0,10
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,14,SMS,19,22,10500,18,1,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,14,WhatsApp,49,49,9450,40,0,9,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,15,Call/IVR,21,21,7340,9,1,0,11,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,15,Email,41,41,1600,34,2,5,0,16
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,15,SMS,13,13,6500,13,0,0,0,7
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,15,WhatsApp,47,47,9900,44,1,2,0,15
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,16,Call/IVR,11,11,2200,4,0,0,7,6
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,16,Email,51,51,2000,42,0,9,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,16,SMS,17,28,12000,16,1,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,16,WhatsApp,44,44,8250,39,0,5,0,12
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,17,Call/IVR,15,15,3560,3,0,0,12,9
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,17,Email,46,46,1650,34,1,11,0,14
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,17,SMS,17,23,11500,17,0,0,0,7
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,17,WhatsApp,53,53,10600,41,1,11,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,18,Email,53,53,2000,42,0,11,0,11
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,18,SMS,10,10,5000,10,0,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,18,WhatsApp,41,41,7450,33,1,7,0,14
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,19,Email,49,49,1800,39,3,7,0,14
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,19,SMS,13,15,7500,13,0,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,19,WhatsApp,45,45,8250,38,1,6,0,14
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,20,Email,56,56,2300,48,0,8,0,15
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,20,SMS,24,30,15000,24,0,0,0,8
2025-01-09,2025-01-09,01,2025-01,2025-W02,Thursday,4,20,WhatsApp,47,47,9150,39,0,8,0,12
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,8,Call/IVR,14,14,1000,2,0,0,12,8
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,8,Email,41,41,1500,31,0,10,0,16
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,8,SMS,13,13,6500,13,0,0,0,7
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,8,WhatsApp,54,54,10850,49,1,4,0,15
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,9,Call/IVR,18,18,2880,3,0,0,15,13
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,9,Email,44,44,1850,37,1,6,0,15
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,9,SMS,20,22,11000,20,0,0,0,5
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,9,WhatsApp,36,36,7250,32,1,3,0,12
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,10,Call/IVR,13,13,4200,5,0,0,8,10
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,10,Email,49,49,1850,38,2,9,0,12
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,10,SMS,16,18,9000,16,0,0,0,8
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,10,WhatsApp,45,45,8350,34,1,10,0,13
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,11,Call/IVR,16,16,1840,3,0,0,13,8
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,11,Email,52,52,1950,42,1,9,0,12
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,11,SMS,14,17,8500,14,0,0,0,6
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,11,WhatsApp,41,41,9450,36,1,4,0,11
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,12,Call/IVR,14,14,1020,1,0,0,13,7
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,12,Email,46,46,2000,42,2,2,0,11
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,12,SMS,21,24,12000,21,0,0,0,9
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,12,WhatsApp,46,46,10150,41,0,5,0,12
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,13,Call/IVR,17,17,4160,4,0,0,13,8
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,13,Email,58,58,2400,50,1,7,0,15
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,13,SMS,16,18,9000,16,0,0,0,7
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,13,WhatsApp,58,58,10850,47,2,9,0,18
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,14,Call/IVR,12,12,4160,5,0,0,7,6
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,14,Email,47,47,1750,36,2,9,0,10
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,14,SMS,7,7,3500,7,0,0,0,4
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,14,WhatsApp,57,57,10000,48,1,8,0,13
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,15,Call/IVR,13,13,0,0,0,0,13,7
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,15,Email,51,51,2200,45,0,6,0,14
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,15,SMS,17,17,8500,17,0,0,0,10
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,15,WhatsApp,39,39,6800,32,0,7,0,14
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,16,Call/IVR,13,13,2380,3,0,0,10,6
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,16,Email,42,42,1650,34,1,7,0,13
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,16,SMS,19,19,9500,19,0,0,0,8
2025-01-10,2025-01-10,01,2025-01,2025-W02,Friday,5,16,WhatsApp,43,43,8450,36,1,6,0,13
